Fecha;Indicador_600;Indicador_1727
2025-01-25 12:00:00+01:00;81.82;65.67
2025-01-25 13:00:00+01:00;81.98;69.23
2025-01-25 14:00:00+01:00;85.09;44.11
2025-01-25 15:00:00+01:00;103.54;39.39
2025-01-25 16:00:00+01:00;124.11;30.43
2025-01-25 17:00:00+01:00;138.6;42.28
2025-01-25 18:00:00+01:00;147.1;71.62
2025-01-25 19:00:00+01:00;144.35;79.24
2025-01-25 20:00:00+01:00;130.75;77.48
2025-01-25 21:00:00+01:00;126.75;59.79
2025-01-25 22:00:00+01:00;124.5;51.36
2025-01-25 23:00:00+01:00;114.99;33.39
2025-01-26 00:00:00+01:00;116.4;20.46
2025-01-26 01:00:00+01:00;107.47;18.66
2025-01-26 02:00:00+01:00;98.13;18.89
2025-01-26 03:00:00+01:00;97.07;15.16
2025-01-26 04:00:00+01:00;91.71;14.23
2025-01-26 05:00:00+01:00;94.96;15.81
2025-01-26 06:00:00+01:00;99.43;27.68
2025-01-26 07:00:00+01:00;105.82;28.93
2025-01-26 08:00:00+01:00;108.36;32.84
2025-01-26 09:00:00+01:00;106.2;37.15
2025-01-26 10:00:00+01:00;92.44;41.35
2025-01-26 11:00:00+01:00;98.76;37.05
2025-01-26 12:00:00+01:00;94.82;16.46
2025-01-26 13:00:00+01:00;80.0;7.2
2025-01-26 14:00:00+01:00;80.1;5.67
2025-01-26 15:00:00+01:00;95.96;5.63
2025-01-26 16:00:00+01:00;107.68;15.9
2025-01-26 17:00:00+01:00;115.49;29.71
2025-01-26 18:00:00+01:00;108.02;44.19
2025-01-26 19:00:00+01:00;81.38;66.66
2025-01-26 20:00:00+01:00;70.64;58.83
2025-01-26 21:00:00+01:00;60.75;42.81
2025-01-26 22:00:00+01:00;44.34;53.18
2025-01-26 23:00:00+01:00;22.84;25.14
2025-01-27 00:00:00+01:00;36.1;11.46
2025-01-27 01:00:00+01:00;30.35;2.09
2025-01-27 02:00:00+01:00;15.77;-1.73
2025-01-27 03:00:00+01:00;12.38;-4.78
2025-01-27 04:00:00+01:00;9.1;-2.36
2025-01-27 05:00:00+01:00;19.4;-0.53
2025-01-27 06:00:00+01:00;34.27;1.42
2025-01-27 07:00:00+01:00;54.91;34.47
2025-01-27 08:00:00+01:00;68.0;98.02
2025-01-27 09:00:00+01:00;62.96;67.49
2025-01-27 10:00:00+01:00;45.0;29.36
2025-01-27 11:00:00+01:00;38.84;14.26
2025-01-27 12:00:00+01:00;36.19;13.0
2025-01-27 13:00:00+01:00;37.61;6.36
2025-01-27 14:00:00+01:00;44.52;5.52
2025-01-27 15:00:00+01:00;74.37;8.78
2025-01-27 16:00:00+01:00;87.72;18.42
2025-01-27 17:00:00+01:00;107.2;22.25
2025-01-27 18:00:00+01:00;107.67;39.47
2025-01-27 19:00:00+01:00;93.3;41.12
2025-01-27 20:00:00+01:00;85.1;44.76
2025-01-27 21:00:00+01:00;76.64;28.41
2025-01-27 22:00:00+01:00;73.45;18.68
2025-01-27 23:00:00+01:00;60.0;0.26
2025-01-28 00:00:00+01:00;61.6;-0.01
2025-01-28 01:00:00+01:00;55.73;1.07
2025-01-28 02:00:00+01:00;42.95;0.04
2025-01-28 03:00:00+01:00;51.38;-16.11
2025-01-28 04:00:00+01:00;57.77;-19.67
2025-01-28 05:00:00+01:00;57.07;-6.37
2025-01-28 06:00:00+01:00;77.82;-10.79
2025-01-28 07:00:00+01:00;103.55;7.13
2025-01-28 08:00:00+01:00;127.6;19.25
2025-01-28 09:00:00+01:00;117.47;1.27
2025-01-28 10:00:00+01:00;100.2;-11.01
2025-01-28 11:00:00+01:00;98.04;-11.03
2025-01-28 12:00:00+01:00;99.62;-3.83
2025-01-28 13:00:00+01:00;98.31;-2.51
2025-01-28 14:00:00+01:00;101.22;2.16
2025-01-28 15:00:00+01:00;113.93;-1.67
2025-01-28 16:00:00+01:00;122.46;-0.53
2025-01-28 17:00:00+01:00;125.0;7.9
2025-01-28 18:00:00+01:00;120.5;43.51
2025-01-28 19:00:00+01:00;117.34;64.32
2025-01-28 20:00:00+01:00;87.84;55.02
2025-01-28 21:00:00+01:00;78.31;40.83
2025-01-28 22:00:00+01:00;69.0;30.69
2025-01-28 23:00:00+01:00;55.5;11.17
2025-01-29 00:00:00+01:00;75.79;24.57
2025-01-29 01:00:00+01:00;71.91;17.09
2025-01-29 02:00:00+01:00;65.74;3.06
2025-01-29 03:00:00+01:00;59.94;-2.15
2025-01-29 04:00:00+01:00;64.01;1.59
2025-01-29 05:00:00+01:00;70.23;1.96
2025-01-29 06:00:00+01:00;81.16;15.43
2025-01-29 07:00:00+01:00;126.95;81.63
2025-01-29 08:00:00+01:00;136.2;111.84
2025-01-29 09:00:00+01:00;130.45;99.43
2025-01-29 10:00:00+01:00;105.05;65.5
2025-01-29 11:00:00+01:00;89.25;59.8
2025-01-29 12:00:00+01:00;85.0;41.7
2025-01-29 13:00:00+01:00;85.53;32.9
2025-01-29 14:00:00+01:00;87.67;24.69
2025-01-29 15:00:00+01:00;102.75;30.15
2025-01-29 16:00:00+01:00;132.72;44.84
2025-01-29 17:00:00+01:00;149.57;65.34
2025-01-29 18:00:00+01:00;165.0;91.1
2025-01-29 19:00:00+01:00;148.6;128.23
2025-01-29 20:00:00+01:00;135.3;139.34
2025-01-29 21:00:00+01:00;122.1;128.3
2025-01-29 22:00:00+01:00;122.35;104.6
2025-01-29 23:00:00+01:00;100.1;60.12
2025-01-30 00:00:00+01:00;131.34;78.93
2025-01-30 01:00:00+01:00;125.79;47.95
2025-01-30 02:00:00+01:00;111.9;33.75
2025-01-30 03:00:00+01:00;104.48;8.82
2025-01-30 04:00:00+01:00;100.0;5.26
2025-01-30 05:00:00+01:00;101.09;5.27
2025-01-30 06:00:00+01:00;131.36;31.34
2025-01-30 07:00:00+01:00;149.65;62.8
2025-01-30 08:00:00+01:00;160.3;95.74
2025-01-30 09:00:00+01:00;151.49;44.91
2025-01-30 10:00:00+01:00;134.9;9.37
2025-01-30 11:00:00+01:00;123.25;2.84
2025-01-30 12:00:00+01:00;115.74;-3.1
2025-01-30 13:00:00+01:00;113.3;-3.66
2025-01-30 14:00:00+01:00;125.74;-3.82
2025-01-30 15:00:00+01:00;142.67;-3.03
2025-01-30 16:00:00+01:00;151.05;-4.38
2025-01-30 17:00:00+01:00;178.09;27.47
2025-01-30 18:00:00+01:00;179.93;84.19
2025-01-30 19:00:00+01:00;161.24;93.98
2025-01-30 20:00:00+01:00;148.49;114.96
2025-01-30 21:00:00+01:00;132.59;108.69
2025-01-30 22:00:00+01:00;125.73;82.84
2025-01-30 23:00:00+01:00;120.2;72.58
2025-01-31 00:00:00+01:00;120.0;
